@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2874,'2024/05/30 14:57:16:265',19,0,0,1.780182,2.408189,1.046601,0.435589,0.399352,0.8217,4.282012,45.45311,313.925995,44.774429,3.755695,9.628996,71.20752,178.955811,6.339798,31.978394,161.026947,10.267263,52.866634,29.543205,46.696255,20.397608,14.54143,0,?,1,0,0,0
2875,'2024/05/30 14:57:16:298',19,0,0,1.649428,1.332662,0.728146,0.394509,0.867588,0.921829,1.532724,61.154305,418.097321,54.535831,3.922025,9.345765,56.32412,123.1306,6.232608,43.364944,228.104523,16.067471,42.577366,16.402466,54.71936,20.665058,18.750549,0,?,1,0,0,0
2876,'2024/05/30 14:57:16:332',19,0,0,2.09593,1.706364,0.857353,0.448978,0.428692,0.64117,4.735075,57.410458,383.57486,48.813129,2.292776,7.975467,30.245571,50.441242,8.132008,50.596855,218.446503,8.84883,69.163857,31.811934,62.772385,23.611849,13.340859,0,?,1,0,0,0
2877,'2024/05/30 14:57:16:364',19,0,0,1.897407,1.950036,1.026303,0.072623,0.333187,1.271123,4.336653,43.787251,279.171631,31.616018,2.106828,9.979036,24.586281,56.345879,7.390018,43.760571,174.886459,7.078596,58.00359,24.336924,54.504524,18.852903,12.440464,0,?,1,0,0,0
2878,'2024/05/30 14:57:16:398',19,0,0,3.807354,1.691089,0.661647,0.121816,0.530071,1.229348,2.768985,42.878399,262.638428,29.70516,2.376661,5.684375,31.449471,72.749123,5.295837,46.448029,178.684067,8.390417,76.777931,34.170246,57.52317,21.780914,13.287038,0,?,1,0,0,0
2879,'2024/05/30 14:57:16:431',19,0,0,2.884209,2.526444,0.908724,0.095659,0.511386,0.900547,4.380068,44.558289,293.203369,37.116875,2.976907,10.868983,68.92733,150.318481,4.200366,34.809692,149.575851,6.707516,70.495094,30.105814,49.486359,16.900684,12.208647,0,?,1,0,0,0
2880,'2024/05/30 14:57:16:465',19,0,0,1.448675,0.4796,0.876628,0.181524,0.496196,1.031097,3.112833,55.871258,392.080444,55.482494,1.787517,4.372122,78.008247,173.230652,7.570046,27.379402,139.665466,9.428204,65.296562,30.867086,48.605267,23.480688,10.509692,0,?,1,0,0,0
2881,'2024/05/30 14:57:16:498',19,0,0,2.336305,1.671356,1.713765,0.338033,0.483869,1.099739,3.611044,60.605995,398.994049,49.477547,1.657091,6.246049,63.316872,137.639801,5.277702,33.729836,136.190506,7.275972,70.865448,33.39196,45.891438,15.394394,9.307312,0,?,1,0,0,0
2882,'2024/05/30 14:57:16:531',19,0,0,3.06705,2.287623,0.894953,0.241102,0.913601,1.114366,6.123589,54.270447,341.643707,41.173054,2.195915,12.766549,49.46769,101.90197,3.740224,28.283096,112.354218,6.526443,66.319153,23.852488,46.295845,16.616066,15.378046,0,?,1,0,0,0
2883,'2024/05/30 14:57:16:565',19,0,0,3.568911,2.067047,0.480903,0.164044,0.353593,0.740434,3.799881,50.485985,332.744202,41.175709,3.145014,13.395364,58.527145,125.077942,3.724833,37.779182,154.726501,8.343842,45.954388,29.200235,45.309185,20.386843,14.048852,0,?,1,0,0,0
2884,'2024/05/30 14:57:16:598',19,0,0,3.566622,1.422574,1.503629,0.545625,0.495346,1.01471,1.773119,54.869278,362.682892,43.756157,1.692063,6.236999,61.841179,138.915192,5.081167,35.525345,150.423019,8.02398,44.81451,21.13438,38.702507,14.572525,10.902808,0,?,1,0,0,0
2885,'2024/05/30 14:57:16:632',19,0,0,1.336493,1.758649,0.697697,0.613548,0.550676,0.785316,3.706829,54.589386,373.313995,50.153088,1.822202,10.991563,62.088135,138.121475,6.045917,27.751438,123.735214,6.166039,62.566429,29.190489,54.254421,17.362947,7.872616,0,?,1,0,0,0
2886,'2024/05/30 14:57:16:665',19,0,0,0.333567,2.416265,0.417191,0.308484,0.306547,0.576356,2.983212,59.112751,378.657227,43.79615,2.026732,14.004346,50.066589,107.89933,3.169668,30.889313,127.416367,6.423871,73.737312,23.15399,53.404205,15.734167,14.594005,0,?,1,0,0,0
2887,'2024/05/30 14:57:16:698',19,0,0,0.342014,2.243247,1.38584,0.58918,0.287623,0.683777,2.533101,57.711514,373.296997,45.770618,1.76444,12.669638,45.350174,92.583672,5.377649,31.286045,120.751839,6.461032,58.621197,19.575527,35.844963,14.196405,13.547308,0,?,1,0,0,0
2888,'2024/05/30 14:57:16:731',19,0,0,2.033303,0.735945,0.873324,0.256711,0.517096,0.946524,2.734518,61.432392,397.49881,46.797226,1.501305,4.307991,69.49527,150.657867,3.428983,34.089424,144.387878,4.161464,45.99213,22.777597,36.003769,12.865059,6.296595,0,?,1,0,0,0
2889,'2024/05/30 14:57:16:764',19,0,0,7.544127,1.65877,0.899786,0.644551,0.702347,1.946199,1.999036,53.636021,358.964996,43.091537,2.28381,5.709436,77.402328,169.434998,4.300127,31.665943,134.869324,5.207808,37.328278,12.030431,41.943409,15.68103,12.727302,0,?,1,0,0,0
2890,'2024/05/30 14:57:16:798',19,0,0,7.742288,2.050603,1.218741,0.291678,0.291087,1.641664,3.042992,55.558388,385.732635,50.54203,2.413275,4.126919,76.595795,166.216461,5.357432,38.127983,153.66655,5.433984,46.41394,22.041538,54.075378,16.616695,8.197931,0,?,1,0,0,0
2891,'2024/05/30 14:57:16:832',19,0,0,1.331956,3.712055,1.32952,0.443592,0.55119,1.643248,2.017479,72.91674,482.865112,58.532307,3.527213,9.059349,81.391388,178.164825,5.831587,31.406775,132.656784,5.236243,64.529861,22.677896,39.971252,13.663164,7.857975,0,?,1,0,0,0
2892,'2024/05/30 14:57:16:864',19,0,0,4.429175,2.168065,0.789917,0.515897,0.642264,1.368321,5.324801,66.482735,407.223602,45.818192,1.963655,6.481577,62.061424,130.136475,4.133846,29.408003,108.407768,6.609206,55.422348,19.294065,30.685743,12.376616,8.883095,0,?,1,0,0,0
2893,'2024/05/30 14:57:16:900',19,0,0,3.562733,2.130246,0.716079,0.336491,0.367462,1.075345,5.542082,56.514843,322.970673,35.344139,3.238245,8.135055,64.326263,129.386169,3.709613,42.67498,157.925797,5.809281,25.225424,13.137494,35.53825,11.730772,9.003151,0,?,1,0,0,0
2894,'2024/05/30 14:57:16:931',19,0,0,6.302567,3.145658,0.955808,0.228549,0.335381,1.042264,2.246761,60.570351,379.769653,44.525826,1.834631,7.176315,93.973557,195.597137,4.325767,44.083435,161.204895,6.011197,35.45665,13.786452,13.282928,8.559851,5.794059,0,?,1,0,0,0
2895,'2024/05/30 14:57:16:965',19,0,0,0.336091,1.505566,0.514096,0.138559,0.395333,1.55513,4.123961,75.236977,494.632751,60.192291,1.264402,8.200654,62.203506,116.705009,4.463477,46.334217,194.182053,8.0628,47.391788,16.412954,43.166431,12.925938,8.594369,0,?,1,0,0,0
2896,'2024/05/30 14:57:16:999',19,0,0,4.307944,1.31812,0.950294,0.30998,0.572927,1.277493,3.197908,71.990479,502.172119,68.064476,3.231323,5.885414,53.617485,107.721863,4.661425,48.893612,240.264603,7.73104,28.120047,17.099304,47.881424,21.879803,14.29235,0,?,1,0,0,0
2897,'2024/05/30 14:57:17:031',19,0,0,3.639529,2.62969,0.919873,0.216194,0.266829,1.29475,4.763358,40.076286,195.73024,23.884966,1.006463,6.446485,90.896873,160.951736,4.740359,16.170904,60.271038,4.304615,30.833651,10.104647,9.232051,7.04111,8.325564,0,?,1,0,0,0
2898,'2024/05/30 14:57:17:064',19,0,0,2.426469,1.636621,0.493154,0.02784,0.604156,0.605955,0.73621,18.821318,110.180206,12.89525,0.619275,2.016863,34.965599,59.474117,2.785272,9.130782,29.346481,2.143508,13.726915,4.146675,7.984316,4.400185,3.477678,0,?,1,0,0,0
2899,'2024/05/30 14:57:17:097',19,0,0,4.665605,3.726565,1.270452,0.372965,0.372362,0.680327,1.227491,6.590894,42.89045,9.563509,0.471124,2.082569,51.750622,111.884789,2.746459,7.02079,16.928938,2.100995,13.99118,3.609279,5.921222,3.504566,3.035186,0,?,1,0,0,0
2900,'2024/05/30 14:57:17:130',19,0,0,8.306092,1.805309,0.671797,0.472578,0.285967,0.705093,0.438377,6.031702,38.104813,5.630768,0.555429,1.685496,41.831528,97.308449,2.188041,12.244129,37.588024,1.410215,6.317804,2.247662,4.234363,2.699859,2.33719,0,?,1,0,0,0
2901,'2024/05/30 14:57:17:164',19,0,0,4.263507,2.704419,1.200454,0.303909,0.756646,0.485507,0.299772,3.083749,20.449635,3.158525,0.369836,1.518381,43.169899,71.305016,1.40736,5.499193,21.928545,1.590083,6.001749,2.076895,1.773552,1.383888,1.352637,0,?,1,0,0,0
2902,'2024/05/30 14:57:17:197',19,0,0,3.924722,2.395449,2.024937,0.415146,0.200509,0.605828,0.726845,7.691182,38.64167,6.342244,1.302352,0.966992,9.780099,21.652103,1.810267,4.495854,12.674131,1.099688,3.429369,1.431398,3.083717,1.572002,1.106326,0,?,1,0,0,0
2903,'2024/05/30 14:57:17:232',19,0,0,0.464752,1.046993,1.229739,1.043818,0.449732,0.743355,0.401843,5.081602,28.708061,3.960265,1.286913,1.255338,8.434655,16.28603,1.289941,3.612648,10.748198,1.30286,4.117529,1.714039,1.798739,0.84024,0.848602,0,?,1,0,0,0
2904,'2024/05/30 14:57:43:667',20,0,0,4.37687,1.508621,1.570943,1.569951,5.279227,3.428677,2.371571,2.686249,1.965282,1.352926,2.458155,3.18624,1.668535,1.208528,3.419952,2.751848,3.76934,2.400638,2.813068,2.939691,2.595315,1.828833,1.324023,0,?,0,0,0,0
2905,'2024/05/30 14:57:43:700',20,0,0,1.562017,2.216369,2.568126,1.224923,3.375021,2.98806,1.288054,1.253631,0.862497,0.921489,1.529808,2.716518,2.574775,2.091717,3.373695,3.402562,3.765925,3.88013,4.301383,2.127047,1.47426,1.756731,1.590429,0,?,0,0,0,0
2906,'2024/05/30 14:57:43:734',20,0,0,6.246425,1.796982,0.717962,0.760572,1.017604,1.445652,2.005059,1.809391,9.677496,14.130615,3.45633,3.088417,4.004931,4.592138,8.47135,9.01175,5.255828,4.746771,4.900201,3.018547,2.148369,1.673221,1.476547,0,?,0,0,0,0
2907,'2024/05/30 14:57:43:768',20,0,0,5.385195,5.855935,1.917837,0.596634,1.914895,2.368961,0.862027,0.760614,1.623596,2.372586,2.695918,2.228839,2.84974,3.739179,3.195459,3.741159,3.943937,3.506649,1.885237,1.426447,1.877846,2.351846,1.013114,0,?,0,0,0,0
2908,'2024/05/30 14:57:43:800',20,0,0,2.763898,2.001767,1.783649,0.773536,3.460513,2.820875,2.211028,1.630416,1.513232,3.39473,3.269709,2.385731,2.420034,1.71723,3.770487,3.197902,4.345637,4.542356,2.448253,1.267468,1.444378,1.44332,1.278107,0,?,0,0,0,0
2909,'2024/05/30 14:57:43:834',20,0,0,1.688196,1.374106,1.803949,1.392769,1.220025,1.8685,1.739688,1.883887,1.33356,1.834665,1.57828,1.854668,3.411644,2.903038,3.722693,4.306596,4.66907,2.496703,2.258635,2.010309,1.455707,1.338068,1.836815,0,?,0,0,0,0
2910,'2024/05/30 14:57:43:867',20,0,0,1.253377,1.603809,1.989263,1.49283,0.843863,1.597182,2.338437,1.721888,2.199732,1.04015,1.239906,1.653915,1.948202,0.906915,1.813205,3.994162,3.019787,2.376946,2.026323,1.619582,1.198004,1.173458,1.416198,0,?,0,0,0,0
2911,'2024/05/30 14:57:43:901',20,0,0,5.475677,2.880835,2.815597,0.769659,0.956798,1.531636,1.558935,1.84348,4.027073,3.804729,3.701019,3.836556,3.002184,3.159143,4.827061,3.19477,4.945447,3.485834,2.210761,1.888331,1.583872,1.49084,1.589918,0,?,0,0,0,0
2912,'2024/05/30 14:57:43:934',20,0,0,7.96754,4.742573,3.620053,2.47859,0.760879,1.55742,0.756192,0.738401,1.751495,1.334442,1.880818,2.459985,2.991758,2.888176,3.207046,2.656086,4.047247,2.072785,2.953821,2.181411,1.326656,1.550652,1.589384,0,?,0,0,0,0
2913,'2024/05/30 14:57:43:967',20,0,0,4.785349,2.866437,1.904731,0.484335,0.874177,2.131642,0.948726,0.962286,1.694935,1.463441,1.335742,2.166835,2.503019,2.719096,3.542361,3.829725,4.619143,2.846649,2.787625,2.038605,1.498548,1.485141,2.162735,0,?,0,0,0,0
2914,'2024/05/30 14:57:44:000',20,0,0,3.153704,6.086924,3.814576,1.285566,2.512816,1.739005,0.676714,0.842717,1.094097,0.46217,1.523468,3.707595,2.865139,3.08068,5.393293,5.200439,3.167049,2.138614,2.026412,1.883823,2.236722,1.632186,1.351405,0,?,0,0,0,0
2915,'2024/05/30 14:57:44:034',20,0,0,4.503918,2.363409,1.810802,1.841325,1.121063,1.405553,1.348716,1.002545,1.290043,3.364921,3.537108,2.965134,2.806647,1.606262,4.128188,5.280901,3.165448,3.580745,3.783166,2.426512,1.825539,1.78744,1.077978,0,?,0,0,0,0
2916,'2024/05/30 14:57:44:068',20,0,0,3.414945,4.638608,0.827115,0.872305,0.135869,0.64822,1.038293,1.290398,2.207263,2.339604,1.287101,1.725208,2.642564,5.369678,2.7645,2.350613,3.249735,4.214445,2.485933,1.836592,1.916738,1.660932,1.119875,0,?,0,0,0,0
2917,'2024/05/30 14:57:44:101',20,0,0,4.10257,4.111115,2.588028,0.818681,2.209941,1.469207,1.316158,0.573743,0.992219,2.861018,1.528584,1.876125,2.544525,1.910318,3.162635,3.74344,3.46493,5.778036,3.990195,2.931667,1.887131,1.540275,1.296417,0,?,0,0,0,0
2918,'2024/05/30 14:57:44:134',20,0,0,1.528481,4.436744,2.583338,1.511016,2.216236,1.327466,1.567421,1.098471,1.430295,2.347661,1.284365,2.887567,2.216025,3.91301,2.698844,2.772233,4.603682,2.330162,2.905118,1.507082,1.197465,1.285399,1.462734,0,?,0,0,0,0
2919,'2024/05/30 14:57:44:168',20,0,0,3.09779,2.022713,2.202247,0.55613,1.09906,1.630992,3.038801,2.242213,1.652002,1.476158,2.498532,2.202702,1.509128,2.246348,3.113947,3.743882,4.911737,3.748669,2.603796,1.943961,2.103093,1.145231,1.211663,0,?,0,0,0,0
2920,'2024/05/30 14:57:44:201',20,0,0,3.287593,4.222612,2.786403,1.805516,1.323736,1.123333,2.078114,2.213948,1.591128,1.75047,1.858644,1.961997,2.319703,3.320759,3.532633,3.052662,4.517974,2.893766,1.704926,1.779444,1.827667,1.515703,1.560039,0,?,0,0,0,0
2921,'2024/05/30 14:57:44:234',20,0,0,8.713177,4.381837,2.274581,2.094752,1.283094,1.133892,1.868535,2.249756,2.13181,1.037903,2.861779,2.669841,2.071959,1.983745,3.404304,2.936947,3.714956,3.312355,2.95303,2.936027,1.7228,1.517303,1.275036,0,?,0,0,0,0
2922,'2024/05/30 14:57:44:268',20,0,0,3.299316,3.423344,2.670918,1.482067,2.682875,2.636149,1.288755,0.38616,0.569935,2.101491,2.38989,0.929285,2.202865,5.264674,8.021578,6.553126,4.407593,2.816152,2.543653,1.972214,1.681578,1.246171,2.037427,0,?,0,0,0,0
2923,'2024/05/30 14:57:44:301',20,0,0,7.713214,4.337502,3.248362,2.427402,0.937166,0.658058,0.71151,1.62847,2.412983,2.15638,2.150372,2.564521,2.740481,2.847299,3.456069,2.78657,3.567191,3.481132,2.09634,2.244988,1.744938,2.202153,1.561451,0,?,0,0,0,0
2924,'2024/05/30 14:57:44:334',20,0,0,3.442666,2.247291,2.979671,0.603735,3.171449,2.816828,1.219886,1.24157,0.942271,1.321987,1.235763,2.986033,3.375905,2.336025,2.24195,3.248024,3.762901,3.767942,3.002198,2.411061,2.274817,1.434817,1.528992,0,?,0,0,0,0
2925,'2024/05/30 14:57:44:368',20,0,0,7.432589,3.685227,2.978588,0.814183,1.157208,1.487838,0.945702,1.611059,3.4397,3.112207,1.554277,3.294566,2.85155,2.626976,5.192262,4.873222,7.033407,3.100511,2.962621,2.429559,1.94297,1.602825,1.702565,0,?,0,0,0,0
2926,'2024/05/30 14:57:44:401',20,0,0,5.327724,6.542002,1.748708,1.094659,1.254223,1.342219,0.999828,1.291455,2.905875,2.328292,1.165232,2.840882,2.677401,1.583195,3.530459,3.83972,4.504674,3.467677,2.592754,2.097752,2.474938,2.493724,1.895319,0,?,0,0,0,0
2927,'2024/05/30 14:57:44:434',20,0,0,3.075525,2.430068,2.536525,2.836031,3.128157,0.903026,0.844307,1.105721,1.447577,2.654217,1.121053,1.471101,2.519415,1.884446,3.671486,4.218005,3.16901,3.240209,2.781715,4.256099,2.731451,1.444887,1.24306,0,?,0,0,0,0
2928,'2024/05/30 14:57:44:468',20,0,0,6.684048,2.162265,1.537224,1.887584,2.501257,1.573287,0.428622,0.407177,0.981673,0.948101,1.698034,3.59112,1.646242,3.807352,3.174866,3.790353,3.805715,3.586915,2.367413,2.346588,1.944061,1.566521,1.234934,0,?,0,0,0,0
2929,'2024/05/30 14:57:44:500',20,0,0,9.916561,2.439585,1.919865,0.465748,2.072118,1.228973,0.645191,0.973235,1.923667,1.566361,1.052872,3.06352,2.157443,4.942271,4.316936,4.075859,3.241415,3.140718,2.847763,2.191398,2.206627,2.029984,1.712767,0,?,0,0,0,0
2930,'2024/05/30 14:57:44:534',20,0,0,4.920525,2.93579,2.95348,1.391661,2.024932,1.59376,2.228041,1.294055,4.097539,4.728354,2.793299,2.229693,3.796365,2.593912,2.373464,2.391721,2.877759,2.788584,2.242625,2.549802,1.616013,1.341986,1.45078,0,?,0,0,0,0
2931,'2024/05/30 14:57:44:568',20,0,0,8.355293,2.342734,1.359186,0.58976,0.971187,2.377216,1.920415,2.237592,1.172087,2.133127,3.809164,2.906845,1.610307,1.717034,2.917325,3.550234,4.788116,2.157576,2.857397,2.148355,1.121729,1.954777,1.400837,0,?,0,0,0,0
2932,'2024/05/30 14:57:44:601',20,0,0,5.946726,2.911524,1.290516,0.353599,1.068249,0.890858,1.328749,1.823107,2.779554,3.47746,2.223491,2.006657,1.15429,1.839994,4.303911,3.623598,4.554739,3.960972,2.483918,1.968096,2.190131,2.126086,1.863404,0,?,0,0,0,0
2933,'2024/05/30 14:57:44:634',20,0,0,5.619683,5.091731,1.304459,1.225362,2.110332,1.772033,2.002466,2.0064,2.135036,1.973757,2.298826,1.665792,2.440809,3.610354,2.084613,1.95161,3.203064,3.528368,3.412642,1.746912,1.251429,1.922327,2.126498,0,?,0,0,0,0
2934,'2024/05/30 14:57:44:668',20,0,0,1.668539,2.321639,3.175365,2.449864,1.199879,0.490654,1.811703,1.08199,2.838055,2.717232,3.155929,1.805249,2.207976,1.651636,3.851473,4.136202,3.62338,3.3113,2.74634,1.725181,1.871433,1.924783,1.623766,0,?,0,0,0,0
2935,'2024/05/30 14:57:44:701',20,0,0,8.067523,6.267016,2.014776,0.583785,0.178391,0.486534,1.448892,1.603055,1.438155,1.25314,1.161197,2.421012,2.797126,1.664203,3.709121,4.544945,4.57735,4.223436,1.739964,1.636714,1.717047,1.408199,1.713448,0,?,0,0,0,0
2936,'2024/05/30 14:57:44:734',20,0,0,7.915117,5.606584,1.150827,1.046657,1.69582,1.698049,2.034636,2.146655,1.770878,3.238182,1.936792,2.981917,3.665159,2.216398,1.747661,3.79434,3.254747,2.084991,3.915783,2.592216,1.908367,1.241211,1.395818,0,?,0,0,0,0
2937,'2024/05/30 14:57:44:767',20,0,0,5.23275,1.639818,1.852408,1.159421,2.159236,1.089201,0.703803,1.861268,3.31257,2.403817,1.420547,2.992909,2.047023,3.489612,2.802509,3.769516,4.833115,3.341897,2.49798,2.328071,1.667618,2.027853,1.970692,0,?,0,0,0,0
2938,'2024/05/30 14:57:44:800',20,0,0,5.437711,2.984249,2.122303,2.908181,1.650262,1.047529,2.215157,2.309934,2.918015,1.497779,2.42798,2.48741,2.945813,2.796543,3.344253,4.12859,5.485999,4.353304,3.233095,1.637428,2.582996,3.029343,2.441232,0,?,0,0,0,0
2939,'2024/05/30 14:57:44:834',20,0,0,3.660669,1.728283,2.848844,1.687487,0.589036,1.247138,1.535819,1.50544,1.190577,2.359127,1.917397,1.954752,1.910187,3.433535,4.153672,1.899758,3.757045,3.627063,2.99154,3.363706,2.057184,1.920597,3.581366,0,?,0,0,0,0
2940,'2024/05/30 14:57:44:867',20,0,0,4.405096,5.282317,2.015345,1.064173,1.142196,0.731598,1.206577,0.982141,1.92753,1.168958,2.016364,3.488865,1.879292,2.469634,4.615512,4.235541,3.804236,3.106163,2.010118,2.093403,1.831683,1.465317,1.248387,0,?,0,0,0,0
2941,'2024/05/30 14:57:44:901',20,0,0,8.717844,6.587245,1.011305,1.155498,2.367256,1.647901,0.71948,2.278193,1.535829,1.2742,1.428019,3.603903,2.862808,3.576929,3.0176,3.412811,4.193397,3.432785,2.862457,2.330323,1.602471,2.269973,1.435809,0,?,0,0,0,0
2942,'2024/05/30 14:57:44:934',20,0,0,7.346649,8.427626,4.229825,2.776167,1.811839,3.882461,2.54527,1.774769,2.559048,2.068923,2.220165,3.924861,3.659585,3.540361,3.709566,3.83397,3.829596,4.09234,2.975529,1.157347,1.442425,1.646235,1.42237,0,?,0,0,0,0
2943,'2024/05/30 14:57:44:966',20,0,0,8.251483,2.099707,1.51629,1.10223,1.282948,1.959735,1.273497,0.613188,1.092602,2.993154,2.616353,2.946694,2.478962,4.184722,4.783729,6.046192,4.851222,3.358906,2.437344,2.139602,1.572703,2.078704,1.806305,0,?,0,0,0,0
2944,'2024/05/30 14:57:45:001',20,0,0,4.498042,7.073529,2.65565,1.729232,1.123799,1.094293,1.896811,0.671007,2.176166,3.692505,2.077818,2.479468,1.986423,3.795258,5.117987,3.842947,4.115978,3.716368,1.990559,1.911816,1.778035,2.123486,1.460446,0,?,0,0,0,0
2945,'2024/05/30 14:57:45:034',20,0,0,2.79384,4.514793,0.902596,1.377326,1.018716,2.409854,1.392657,0.847274,2.718912,3.577933,1.65264,1.573935,3.244032,3.140057,3.173582,5.519194,5.319075,4.235458,1.481094,2.149554,1.443972,1.683816,1.292438,0,?,0,0,0,0
2946,'2024/05/30 14:57:45:066',20,0,0,4.434832,3.254433,3.223299,2.042954,4.06062,2.914315,0.549597,0.91717,1.29506,1.494931,1.930559,4.491599,3.377365,2.527644,5.266119,3.853619,5.709202,3.389513,1.61913,1.848397,1.515223,1.973054,1.636233,0,?,0,0,0,0
2947,'2024/05/30 14:57:45:100',20,0,0,3.839336,4.550041,4.420032,2.694494,1.999386,2.609822,1.528915,1.422789,2.577241,1.426869,1.539837,1.719354,2.884346,3.412938,3.773806,3.16216,4.677119,3.348589,2.92516,2.605356,1.442977,1.746896,1.521842,0,?,0,0,0,0
2948,'2024/05/30 14:57:45:134',20,0,0,3.434304,1.295763,0.566774,1.284314,1.265125,0.87853,0.62891,0.912542,2.029738,1.295674,2.418125,3.689375,3.106085,2.851341,4.434647,3.020513,2.990614,3.051073,2.754691,1.864962,2.426142,2.335308,1.77764,0,?,0,0,0,0
2949,'2024/05/30 14:57:45:168',20,0,0,5.307034,2.631508,1.888714,0.737042,2.669867,3.020798,1.730592,2.146322,2.925887,2.088762,2.755463,4.366725,2.891666,2.295145,3.63495,2.429497,3.957016,4.264007,3.366193,2.269229,2.406949,2.207107,1.768058,0,?,0,0,0,0
2950,'2024/05/30 14:57:45:200',20,0,0,8.425078,6.309411,2.622112,0.810422,1.252564,3.623213,1.995833,1.367732,2.015485,1.063774,1.036954,2.114114,3.289703,2.696883,4.098454,3.715271,4.651856,2.265366,3.304846,1.708369,1.940776,1.390384,1.513324,0,?,0,0,0,0
2951,'2024/05/30 14:57:45:234',20,0,0,7.742,1.487116,1.822919,0.850338,1.449029,2.341241,1.257919,0.569683,0.89131,2.580168,2.162571,2.139346,2.351477,2.84006,3.331033,3.702889,4.460556,4.274532,2.506488,2.632282,2.192742,1.591626,1.001635,0,?,0,0,0,0
2952,'2024/05/30 14:57:45:267',20,0,0,7.579351,8.010135,2.319988,1.00075,1.110738,1.527572,1.620202,1.766494,1.625621,2.119418,1.819691,2.530768,3.522969,3.350249,3.52042,4.545231,6.153924,2.979306,1.381235,1.457332,2.447285,2.205757,1.727595,0,?,0,0,0,0
2953,'2024/05/30 14:57:45:301',20,0,0,8.018057,5.536529,2.24201,0.457804,0.83826,1.741091,1.661663,1.419075,2.099118,1.428438,2.114367,3.093192,2.268934,3.13063,3.55063,3.34482,1.605659,3.251293,2.777672,1.813439,1.162947,1.846721,1.490761,0,?,0,0,0,0
2954,'2024/05/30 14:57:45:334',20,0,0,8.263409,4.259687,3.240766,2.592818,2.017842,2.565489,1.51772,1.737763,1.856487,1.72203,3.216987,3.198852,2.673682,2.27648,2.676695,2.871702,3.566315,2.595603,2.529809,2.39031,1.347584,1.753747,1.360409,0,?,0,0,0,0
2955,'2024/05/30 14:57:45:368',20,0,0,5.679051,3.904062,0.824429,0.058231,1.420393,2.301553,1.032198,1.71736,2.58387,1.7044,1.637706,1.830934,2.504139,2.0478,3.286965,4.016286,6.587832,2.993805,2.420787,2.366699,1.633543,1.536481,1.482778,0,?,0,0,0,0
2956,'2024/05/30 14:57:45:401',20,0,0,4.667826,3.008387,1.721697,1.415217,1.277515,2.990916,2.816979,1.572186,1.51337,1.23316,1.643495,3.338404,2.637184,5.034851,4.101279,3.429054,3.308725,2.789962,1.887799,1.5654,2.571409,1.657078,1.764057,0,?,0,0,0,0
2957,'2024/05/30 14:57:45:434',20,0,0,19.91202,6.590133,2.432172,0.375242,0.622277,1.169717,1.75341,2.240437,2.366688,1.89115,2.636332,3.251853,2.644875,4.035395,5.024354,5.846087,4.44832,4.702894,2.427174,2.162919,2.403051,2.133014,1.27862,0,?,0,0,0,0
2958,'2024/05/30 14:57:45:468',20,0,0,4.642249,3.35978,1.629996,0.829167,1.762281,1.335462,1.663226,1.547871,1.853256,2.619811,1.970932,3.453972,4.446105,4.373318,4.700116,5.23686,4.580983,4.472804,2.937162,2.142625,2.210984,2.228275,1.646965,0,?,0,0,0,0
2959,'2024/05/30 14:57:45:502',20,0,0,6.577496,1.695302,2.849975,2.525964,0.974706,1.249818,1.118285,0.781995,1.236239,2.457961,2.984622,2.139767,2.38365,2.651862,2.875985,2.924839,4.474141,3.689526,3.969028,3.373894,1.443637,1.798894,1.397523,0,?,0,0,0,0
2960,'2024/05/30 14:57:45:534',20,0,0,6.248533,3.152077,1.737803,0.521984,1.116545,1.031137,1.733656,1.692746,1.076219,2.890506,0.714769,1.290906,2.691191,2.997543,3.591883,2.66615,2.937629,4.361568,3.0866,1.915803,1.624888,1.076722,1.199931,0,?,0,0,0,0
2961,'2024/05/30 14:57:45:568',20,0,0,6.47563,3.420552,1.319655,1.334075,2.04373,2.731242,1.251856,1.532909,2.726702,1.412796,2.277934,2.605073,2.347214,3.57069,5.188301,2.528318,2.289932,2.410815,2.578142,2.638725,1.994326,1.715847,1.252981,0,?,0,0,0,0
